Region,School LEA number,School Name,Type,Type (Welsh),School Number,Phone Number,Address,Students,Wikipedia URL,Estyn (Schools Inspectorate) URL,School Website
Powys,666,Ysgol Neuadd Brynllywarch Hall School,Special (with post-16 provision),Not applicable,6667001,01686 670276,Kerry+Nr Newtown+Powys++SY16 4PB,53.0,TODO,TODO,TODO
Powys,666,Ysgol Cedewain,Special (with post-16 provision),Not applicable,6667002,01686 627454,Maesyrhandir+Newtown+Powys++SY16 1LH,105.0,TODO,TODO,TODO
Powys,666,Ysgol Penmaes,Special (with post-16 provision),Not applicable,6667004,01874 623508,Canal Road+Brecon+Powys++LD3 7HL,100.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Gynradd Aberaeron,"Nursery, Infants & Juniors",Welsh medium,6672281,01545 570313,Maes yr Heli+Aberaeron+Ceredigion++SA46 0BQ,227.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Ciliau Parc,Infants & Juniors,Welsh medium,6672285,01570 470650,Ciliau Aeron+Llanbedr Pont Steffan+Ceredigion++SA48 8BX,71.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Dihewyd,Infants & Juniors,Welsh medium,6672288,01570 470647,Dihewyd+Llanbedr Pont Steffan+Ceredigion++SA48 7PN,28.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Felinfach,Infants & Juniors,Welsh medium,6672289,01570 470655,Felinfach+Llanbedr Pont Steffan+Ceredigion++SA48 8BE,59.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Llanarth,Infants & Juniors,Welsh medium,6672291,01545 580343,Llannarth+Ceredigion+++SA47 0PA,63.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Llannon,Infants & Juniors,Welsh medium,6672293,01974 202478,Llannon+Aberystwyth+Ceredigion++SY23 5HX,43.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Cei Newydd,Infants & Juniors,English with significant Welsh,6672295,01545 560363,Maes Yr Ysgol+Cei Newydd+Ceredigion++SA45 9TE,85.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Talgarreg,Infants & Juniors,Welsh medium,6672298,01545 590683,Talgarreg+Llandysul+Ceredigion++SA44 4ER,37.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymraeg Aberystwyth,"Nursery, Infants & Juniors",Welsh medium,6672299,01970 617613,Plascrug Avenue+Aberystwyth+Ceredigion++SY23 1HL,407.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Comins Coch,Infants & Juniors,English with significant Welsh,6672303,01970 623497,Comins Coch+Aberystwyth+Ceredigion++SY23 3BQ,148.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Llanfarian,Infants & Juniors,Welsh medium,6672308,01970 612664,Llanfarian+Aberystwyth+Ceredigion++SY23 4DN,38.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Llanfihangel-Y-Creuddyn,Infants & Juniors,Welsh medium,6672309,01974 261347,Llanfihangel-Y-Creuddyn+Aberystwyth+Ceredigion++SY23 4LA,23.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Llangwyryfon,Infants & Juniors,Welsh medium,6672310,01974 241319,Llangwyryfon+Aberystwyth+Ceredigion++SY23 4HA,27.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Llanilar,Infants & Juniors,Welsh medium,6672311,01974 241334,Llanilar+Aberystwyth+Ceredigion++SY23 4PA,111.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Mynach,Infants & Juniors,Welsh medium,6672312,01970 890234,Pontarfynach+Aberystwyth+Ceredigion++SY23 4QZ,36.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Penllwyn,Infants & Juniors,Welsh medium,6672313,01970 880277,Capel Bangor+Aberystwyth+Ceredigion++SY23 3LP,38.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Llwynyreos,"Nursery, Infants & Juniors",English with significant Welsh,6672314,01970 617011,Penparcau+Aberystwyth+Ceredigion++SY23 1SH,254.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Syr John Rhys,Infants & Juniors,Welsh medium,6672315,01970 890622,Ponterwyd+Aberystwyth+Ceredigion++SY23 3JX,22.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Rhydypennau,"Nursery, Infants & Juniors",Welsh medium,6672316,01970 828608,Bow Street+Ceredigion+++SY24 5AD,203.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Talybont,Infants & Juniors,Welsh medium,6672317,01970 832276,Talybont+Ceredigion+++SY24 5HE,80.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Aberporth,Infants & Juniors,Welsh medium,6672319,01239 810081,Aberporth+Aberteifi+Ceredigion++SA43 2DA,188.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Llechryd,Infants & Juniors,Welsh medium,6672323,01239 682474,Llechryd+Aberteifi+Ceredigion++SA43 2NL,63.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Penparc,Infants & Juniors,Welsh medium,6672324,01239 810586,Penparc+Aberteifi+Ceredigion++SA43 1SQ,92.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Pontrhydfendigaid,Infants & Juniors,Welsh medium,6672353,01974 831641,Pontrhydfendigaid+Ystrad Meurig+Ceredigion++SY25 6BL,68.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Plascrug,"Nursery, Infants & Juniors",English with significant Welsh,6672361,01970 612286,Plascrug Avenue+Aberystwyth+Ceredigion++SY23 1HL,459.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Craig Yr Wylfa,Infants & Juniors,Welsh medium,6672362,01970 871280,Francis Road+Borth+Ceredigion++SY24 5NJ,26.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Penrhyncoch,Infants & Juniors,Welsh medium,6672363,01970 828566,Penrhyncoch+Aberystwyth+Ceredigion++SY23 3EH,99.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Y Dderi,"Nursery, Infants & Juniors",Welsh medium,6672366,01570 493424,Llangybi+Llanbedr Pont Steffan+Ceredigion++SA48 8LY,108.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymunedol Cenarth,Infants & Juniors,Welsh medium,6672367,01239 710060,Cenarth+Castell Newydd Emlyn+Sir Gâr++SA38 9JP,87.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gynradd Aberteifi,"Nursery, Infants & Juniors",Welsh medium,6672368,01239 612491,Stryd Napier+Aberteifi+Ceredigion++SA43 1EH,413.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Bro Sion Cwilt,"Nursery, Infants & Juniors",Welsh medium,6672369,01545 580107,Synod Inn +Llandysul+++SA44 6JZ,110.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gynradd T Llew Jones,"Nursery, Infants & Juniors",Welsh medium,6672371,01239 654553,Brynhoffnant+Ceredigion+++SA44 6EA,164.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Rhos Helyg,Infants & Juniors,Welsh medium,6672372,01974 251238,Campws Rhos y Wlad+Bronant+Aberystwyth++SY23 4TQ,61.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Wirfoddol Myfenydd,Infants & Juniors,Welsh medium,6673058,01974 202230,Llanrhystud+Aberystwyth+Ceredigion++SY23 5DW,73.0,TODO,TODO,TODO
Ceredigion,667,Dyffryn Cledlyn VC School Church in Wales,"Nursery, Infants & Juniors",Welsh medium,6673061,01570 940942,Drefach+Llanbydder+Ceredigion++SA40 9SX,118.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gymorthedig Padarn Sant,Infants & Juniors,English with significant Welsh,6673318,01970 630632,Llanbadarn Road+Aberystwyth+Ceredigion++SY23 1EZ,142.0,TODO,TODO,TODO
Ceredigion,667,Gyfun Aberaeron Comprehensive,Secondary (ages 11-19),Bilingual (Type C),6674042,01545 570217,Stryd Y Fro+Aberaeron+Ceredigion++SA46 0DT,585.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Uwchradd Aberteifi,Secondary (ages 11-19),Bilingual (Type C),6674044,01239 612670,Park Place+Aberteifi+Ceredigion++SA43 1AD,604.0,TODO,TODO,TODO
Ceredigion,667,Penglais School,Secondary (ages 11-19),English medium,6674047,01970 624811,Waunfawr+Aberystwyth+Ceredigion++SY23 3AW,1085.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Gyfun Penweddig,Secondary (ages 11-19),Bilingual (Type A),6674048,01970 639499,Ffordd Llanbadarn+Llangawsai+Aberystwyth++SY23 3QN,619.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Bro Pedr,Middle (ages 3-19),Welsh medium,6675500,01570 422214,Llanbedr Pont Steffan+Ceredigion+++SA48 7BX,1016.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Henry Richard,Middle (ages 3-16),Bilingual (Type B),6675501,01974 298231,Tregaron+Ceredigion+++SY25 6HG,365.0,TODO,TODO,TODO
Ceredigion,667,Ysgol Bro Teifi,Middle (ages 3-19),Bilingual (Type A),6675502,01559 362503,+LLANDYSUL+++SA44 4JL,918.0,TODO,TODO,TODO
Pembrokeshire,668,Sageston Community Primary School,"Nursery, Infants & Juniors",English medium,6682203,01646 651471,Sageston+Tenby+Pembrokeshire++SA70 8SH,115.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Gymunedol Eglwyswrw,Infants & Juniors,Welsh medium,6682209,01239 891267,Eglwyswrw+Crymych+Pembrokeshire++SA41 3SN,96.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Gymunedol Wdig,"Nursery, Infants & Juniors",Transitional,6682212,01348 872503,Hill Street+Wdig+Sir Benfro++SA64 0ET,120.0,TODO,TODO,TODO
Pembrokeshire,668,Fenton Community Primary School,"Nursery, Infants & Juniors",English medium,6682214,01437 765378,Portfield+Haverfordwest+Pembrokeshire++SA61 1BZ,398.0,TODO,TODO,TODO
Pembrokeshire,668,Johnston C P School,"Nursery, Infants & Juniors",English medium,6682220,01437 890280,Cranham Park+Johnston+Haverfordwest+Pembrokeshire+SA62 3PU,254.0,TODO,TODO,TODO
Pembrokeshire,668,Lamphey Primary School,"Nursery, Infants & Juniors",English medium,6682222,01646 672249,Lamphey+Pembroke+Pembrokeshire++SA71 5NW,202.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Gymunedol Brynconin,"Nursery, Infants & Juniors",Welsh medium,6682223,01437 563555,Llandysilio+Clunderwen+Sir Benfro++SA66 7SY,75.0,TODO,TODO,TODO
Pembrokeshire,668,Hook Cp School,"Nursery, Infants & Juniors",English medium,6682228,01437 890343,Newtown Road+Hook+Haverfordwest+Pembrokeshire+SA62 4ND,77.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Llanychllwydog,"Nursery, Infants & Juniors",Welsh medium,6682231,01348 881307,Pontfaen+Fishguard+Pembrokeshire++SA65 9SE,26.0,TODO,TODO,TODO
Pembrokeshire,668,Maenclochog Cp School,Infants & Juniors,Welsh medium,6682233,01437 532452,Maenclochog+Clunderwen+Sir Benfro++SA66 7LB,102.0,TODO,TODO,TODO
Pembrokeshire,668,Narberth Cp School,"Nursery, Infants & Juniors",Dual Stream,6682242,01834 860776, JESSE ROAD+++NARBERTH+SA67 7FE,295.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Bro Ingli,"Nursery, Infants & Juniors",Welsh medium,6682243,01239 820682,Long Street+Newport+Pembrokeshire++SA42 0TL,98.0,TODO,TODO,TODO
Pembrokeshire,668,Puncheston Cp School,Infants & Juniors,Welsh medium,6682250,01348 881321,Puncheston+Haverfordwest+Pembrokeshire++SA62 5RL,79.0,TODO,TODO,TODO
Pembrokeshire,668,St Dogmaels Cp,"Nursery, Infants & Juniors",Welsh medium,6682253,01239 613596,St Dogmaels+Cardigan+Pembrokeshire++SA43 3ET,92.0,TODO,TODO,TODO
Pembrokeshire,668,Wolfcastle Cp School,"Nursery, Infants & Juniors",Welsh medium,6682254,01437 741361,Glancleddau+Wolfscastle+Haverfordwest+Pembrokeshire+SA62 5LZ,52.0,TODO,TODO,TODO
Pembrokeshire,668,Saundersfoot Cp School,"Nursery, Infants & Juniors",English medium,6682258,01834 812819,Francis Lane+Saundersfoot+Pembrokeshire++SA69 9HB,204.0,TODO,TODO,TODO
Pembrokeshire,668,Stepaside C. P. School,"Nursery, Infants & Juniors",English medium,6682260,01834 812764,Carmarthen Road+Kilgetty+Pembrokeshire++SA68 0UG,116.0,TODO,TODO,TODO
Pembrokeshire,668,Templeton Cp School,"Nursery, Infants & Juniors",English medium,6682261,01834 860657,School Road+Templeton+Narberth+Pembrokeshire+SA67 8RS,126.0,TODO,TODO,TODO
Pembrokeshire,668,Tavernspite Cp School,"Nursery, Infants & Juniors",English medium,6682266,01834 831691,Tavernspite+Whitland+Pembrokeshire++SA34 0NL,228.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Gymunedol Croesgoch,"Nursery, Infants & Juniors",Dual Stream,6682270,01348 831461,Llanrhian Road+Croesgoch+Haverfordwest+Pembrokeshire+SA62 5JT,106.0,TODO,TODO,TODO
Pembrokeshire,668,Broad Haven Cp School,"Nursery, Infants & Juniors",English medium,6682271,01437 781404,Webbs Hill+Broad Haven+Haverfordwest+Pembrokeshire+SA62 3JT,92.0,TODO,TODO,TODO
Pembrokeshire,668,Roch Cp School,"Nursery, Infants & Juniors",English medium,6682273,01437 710517,Roch+Haverfordwest+Pembrokeshire++SA62 6JU,151.0,TODO,TODO,TODO
Pembrokeshire,668,Coastlands Cp School,"Nursery, Infants & Juniors",English medium,6682384,01646 636340,St Ishmael's Base+Trewarren Road+Haverfordwest+Pembrokeshire+SA62 3SZ,104.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Clydau,Infants & Juniors,Welsh medium,6682385,01239 698236,Tregryn+Llanfyrnach+Pembrokeshire++SA35 0BE,40.0,TODO,TODO,TODO
Pembrokeshire,668,Pembroke Dock Community School,"Nursery, Infants & Juniors",English medium,6682386,01646 684872, BUSH STREET+Pembroke Dock+++SA72 6LQ,633.0,TODO,TODO,TODO
Pembrokeshire,668,Monkton Priory C.P. School,"Nursery, Infants & Juniors",English medium,6682387,01646 685685,St Martin's Road+Monkton+Pembroke+Pembrokeshire+SA71 4LS,219.0,TODO,TODO,TODO
Pembrokeshire,668,Gelli Aur/Golden Grove,"Nursery, Infants & Juniors",Dual Stream,6682388,01646 682605,Orange Way+Pembroke+++SA71 4DP,381.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Glannau Gwaun,"Nursery, Infants & Juniors",Dual Stream,6682389,01348 872505,Clive Road+Fishguard+++SA65 9DB,263.0,TODO,TODO,TODO
Pembrokeshire,668,Prendergast Cp School,"Nursery, Infants & Juniors",English medium,6682391,01437 771580,Stokes Avenue+Prendergast+Haverfordwest++SA61 2RB,406.0,TODO,TODO,TODO
Pembrokeshire,668,Pennar Community School,"Nursery, Infants & Juniors",English medium,6682392,01646 684402,Owen Street+Pennar+Pembroke Dock+Pembrokeshire+SA72 6SL,261.0,TODO,TODO,TODO
Pembrokeshire,668,Neyland Community School,"Nursery, Infants & Juniors",English medium,6682393,01646 600659,John Street+Neyland+Milford Haven+Pembrokeshire+SA73 1TH,311.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Hafan y Mor,"Nursery, Infants & Juniors",Welsh medium,6682395,01834 843248, HEYWOOD LANE+Tenby+++SA70 8BZ,230.0,TODO,TODO,TODO
Pembrokeshire,668,Milford Haven Community Primary School,"Nursery, Infants & Juniors",English medium,6682396,01646 692705,Prioryville++Milford Haven+Pembrokeshire+SA73 2LQ,619.0,TODO,TODO,TODO
Pembrokeshire,668,Waldo Williams Primary School,"Nursery, Infants & Juniors",English medium,6682397,01437 765376,Scarrowscant Lane+Haverford West++Pembrokeshire+SA61 1BS,219.0,TODO,TODO,TODO
Pembrokeshire,668,Cilgerran Church In Wales VC School,"Nursery, Infants & Juniors",Welsh medium,6683035,01239 614226,Cilgerran+Cardigan+Pembrokeshire++SA43 2SB,124.0,TODO,TODO,TODO
Pembrokeshire,668,Cosheston Vc School,"Nursery, Infants & Juniors",English medium,6683036,01646 683490,Cosheston+Pembroke Dock+Pembrokeshire++SA72 4UN,67.0,TODO,TODO,TODO
Pembrokeshire,668,Cleddau Reach Vc School,"Nursery, Infants & Juniors",English medium,6683040,01437 890528,The Gail+Llangwm+Haverfordwest+Pembrokeshire+SA62 4HJ,242.0,TODO,TODO,TODO
Pembrokeshire,668,Manorbier V.C.P School,"Nursery, Infants & Juniors",English medium,6683042,01834 871228,Station Road+Manorbier+Tenby+Pembrokeshire+SA70 7SN,29.0,TODO,TODO,TODO
Pembrokeshire,668,Spittal Church In Wales Voluntary Controlled School,"Nursery, Infants & Juniors",English medium,6683050,01437 741652,Spittal+Haverfordwest+Pembrokeshire++SA62 5QR,112.0,TODO,TODO,TODO
Pembrokeshire,668,St Florence Vc School,"Nursery, Infants & Juniors",English medium,6683055,01834 871325,St Florence+Tenby+Pembrokeshire++SA70 8LY,69.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Ger Y Llan,"Nursery, Infants & Juniors",Transitional,6683058,01348 840248,St Davids Road+Letterson+Haverford West+Pembrokeshire+SA62 5SL,99.0,TODO,TODO,TODO
Pembrokeshire,668,Tenby Church in Wales VC Primary School,"Nursery, Infants & Juniors",English medium,6683059,01834 843241, HEYWOOD LANE+Tenby+++SA70 8BZ,261.0,TODO,TODO,TODO
Pembrokeshire,668,Penrhyn Church in Wales Voluntary Controlled School,"Nursery, Infants & Juniors",English with significant Welsh,6683060,01646 672234,Hundleton+++ Pembroke+SA71 5RD,86.0,TODO,TODO,TODO
Pembrokeshire,668,Gelliswick Church in Wales Voluntary Controlled Primary School,"Nursery, Infants & Juniors",English medium,6683061,01646 692894,Gelliswick Road++Hakin+Milford Haven+SA73 3RD,497.0,TODO,TODO,TODO
Pembrokeshire,668,Holy Name Rc School,Infants & Juniors,English medium,6683311,01348 872506,Vergam Tce+Fishguard+Pembrokeshire++SA65 9DF,129.0,TODO,TODO,TODO
Pembrokeshire,668,Mary Immaculate Catholic Primary School,"Nursery, Infants & Juniors",English medium,6683313,01437 762324,Merlins Terrace+Haverfordwest+Pembrokeshire++SA61 1PH,199.0,TODO,TODO,TODO
Pembrokeshire,668,St Francis R C Primary School,"Nursery, Infants & Juniors",English medium,6683314,01646 694830,Priory Road+Milford Haven+Pembrokeshire++SA73 2EE,145.0,TODO,TODO,TODO
Pembrokeshire,668,St.Aidan's V.A. School,"Nursery, Infants & Juniors",English medium,6683315,01437 731449,Wiston+Haverfordwest+Pembrokeshire++SA62 4PS,76.0,TODO,TODO,TODO
Pembrokeshire,668,St. Teilo's Catholic Primary School,"Nursery, Infants & Juniors",English medium,6683319,01834 843995,Greenhill Road+Tenby+Pembrokeshire++SA70 7LJ,79.0,TODO,TODO,TODO
Pembrokeshire,668,St. Mark's V. A. School,"Nursery, Infants & Juniors",English medium,6683320,01437 767623,St Issells Avenue+Merlins Bridge+Haverfordwest+Pembrokeshire+SA61 1JX,130.0,TODO,TODO,TODO
Pembrokeshire,668,St. Oswalds VA School,"Nursery, Infants & Juniors",English medium,6683321,01646 651409,Jeffreyston+Kilgetty+Pembrokeshire++SA68 0SG,140.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Bro Gwaun,Secondary (ages 11-16),English with significant Welsh,6684031,01348 872268,Heol Dyfed+Fishguard+Pembrokeshire++SA65 9DT,594.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Greenhill School,Secondary (ages 11-19),English medium,6684035,01834 840100,Heywood Lane+Tenby+Pembrokeshire++SA70 8BN,876.0,TODO,TODO,TODO
Pembrokeshire,668,Henry Tudor School,Secondary (ages 11-19),English medium,6684038,01646 682461,Bush+Pembroke+Pembrokeshire++SA71 4RL,1203.0,TODO,TODO,TODO
Pembrokeshire,668,Milford Haven School,Secondary (ages 11-16),English medium,6684063,01646 690021,Steynton Road+Milford Haven+Pembrokeshire++SA73 1AE,1075.0,TODO,TODO,TODO
Pembrokeshire,668,Haverfordwest High VC School,Secondary (ages 11-19),English medium,6684512,01437 774749,Off Portfield Avenue+++Haverfordwest+SA61 1EQ,1572.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Caer Elen,Middle (ages 3-16),Welsh medium,6685500,01437 808470,Withybush Road+++Haverfordwest+SA62 4BN,839.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol Bro Preseli,Middle (ages 3-19),Welsh medium,6685501,,Crymych+Preseli+Sir Benfro++SA41 3QH,914.0,TODO,TODO,TODO
Pembrokeshire,668,Ysgol yr Eglwys yng Nghymru Penrhyn Dewi,Middle (ages 3-16),English medium,6685900,01437 809200,St. Davids +++Haverfordwest+SA62 6QH,621.0,TODO,TODO,TODO
Pembrokeshire,668,Portfield Special School,Special (with post-16 provision),Not applicable,6687001,01437 762701,Off Portfield+Haverfordwest+Pembrokeshire++SA61 1BS,174.0,TODO,TODO,TODO
Carmarthenshire,669,Ammanford Nursery,Nursery,Not applicable,6691000,01269 592605,Stryd Fawr+Rhydaman+Sir Gaerfryrddin++SA18 2NS,90.0,TODO,TODO,TODO
Carmarthenshire,669,Cefneithin C.P.,"Nursery, Infants & Juniors",Welsh medium,6692000,01269 842061,Heol Y Parc+Cefneithin+Llanelli+Carmarthenshire+SA14 7DE,103.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gynradd Drefach,"Nursery, Infants & Juniors",Welsh medium,6692001,01269 841564,Heol Blaenhirwaun+Drefach+Llanelli+Sir Gaerfyrddin+SA14 7AN,43.0,TODO,TODO,TODO
Carmarthenshire,669,Llechyfedach C.P. School,"Nursery, Infants & Juniors",Welsh medium,6692003,01269 841385,Upper Tumble+Llanelli+Carmarthenshire++SA14 6DT,116.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gynradd Y Tymbl,"Nursery, Infants & Juniors",Welsh medium,6692006,01269 841391,Heol Y Neuadd+Y Tymbl+Llanelli+Carmarthenshire+SA14 6HR,128.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gynradd Gorslas,"Nursery, Infants & Juniors",Welsh medium,6692007,01269 842929,Heol Y Llew Du+Gorslas+Llanelli+Sir Gaerfyrddin+SA14 6RS,178.0,TODO,TODO,TODO
Carmarthenshire,669,Cross Hands C.P. School,"Nursery, Infants & Juniors",Welsh medium,6692008,01269 842764,Carmarthen Road+Cross Hands+Llanelli+Carmarthenshire+SA14 6SU,135.0,TODO,TODO,TODO
Carmarthenshire,669,Llangain C.P. School,"Nursery, Infants & Juniors",Welsh medium,6692009,01267 241478,Llangain+Carmarthenshire+++SA33 5AE,43.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gymunedol Peniel,"Nursery, Infants & Juniors",Welsh medium,6692014,01267 234296,Peniel+Caerfyrddin+Sir Gaerfyrddin++SA32 7AB,124.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gynradd Bancffosfelen,"Nursery, Infants & Juniors",Welsh medium,6692018,01269 870272,Heol Bancffosfelen+Pontyberem+Llanelli+Caerfyrddin+SA15 5DR,53.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gwynfryn,Infants & Juniors,Welsh medium,6692019,01269 860665,Heol Y Meinciau+Pontyates+Llanelli+Caerfyrddin+SA15 5SN,62.0,TODO,TODO,TODO
Carmarthenshire,669,Carway C.P. School,"Nursery, Infants & Juniors",Welsh medium,6692020,01269 860565,Carway+Kidwelly+Carmarthenshire++SA17 4HE,68.0,TODO,TODO,TODO
Carmarthenshire,669,Pontiets C.P. School,Infants & Juniors,Welsh medium,6692023,01269 860412,Heol Llanelli+Pontiets+Llanelli+Caerfyrddin+SA15 5UB,28.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gynradd Ponthenri,Infants & Juniors,Welsh medium,6692024,01269 860632,Heol Y Pentre+Ponthenri+Llanelli+Carmarthenshire+SA15 5NS,68.0,TODO,TODO,TODO
Carmarthenshire,669,Bancyfelin C.P. School,"Nursery, Infants & Juniors",Welsh medium,6692034,01267 211276,Bancyfelin+Carmarthenshire+++SA33 5ND,56.0,TODO,TODO,TODO
Carmarthenshire,669,Meidrim C.P. School,Infants & Juniors,Welsh medium,6692037,01994 230500,Meidrim+Carmarthenshire+++SA33 5QN,31.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gynradd Saron,Infants & Juniors,Welsh medium,6692042,01269 591686,Saron+Rhydaman+Sir Gaerfyrddin++SA18 3LH,236.0,TODO,TODO,TODO
Carmarthenshire,669,Betws C.P. School,"Nursery, Infants & Juniors",Transitional,6692043,01269 592986,Betws Road+Betws+Ammanford+Carmarthenshire+SA18 2HE,70.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gynradd Ty-croes,"Nursery, Infants & Juniors",English medium,6692044,01269 593253,Tycroes+Ammanford+Carmarthenshire++SA18 3QD,190.0,TODO,TODO,TODO
Carmarthenshire,669,Ysgol Gynradd Parcyrhun,"Nursery, Infants & Juniors",Dual Stream,6692050,01269 593398,Heol Villiers+Rhydaman+Caeryrddin++SA18 3HB,212.0,TODO,TODO,TODO
